course_id,Course Name,platform,domain,level,rating,enrollments,duration_hours,language,price,prerequisites
C0004401,Blockchain Hands-on Workshop,Coursera,Blockchain,Intermediate,4.29,42331,91,Spanish,53.05,Statistics
C0004402,Web Development for Everyone,NPTEL,Web Development,Advanced,3.75,18958,24,French,13.56,Linear Algebra
C0004403,Mastering Big Data with Spark,FutureLearn,Big Data,Advanced,4.6,7811,8,Spanish,77.63,Statistics
C0004404,Machine Learning for Everyone,Udemy,Machine Learning,Intermediate,4.33,38758,26,French,44.62,Statistics
C0004405,Blockchain Fundamentals Essentials,Skillshare,Blockchain,Beginner,4.1,30242,21,Hindi,57.73,Statistics
C0004406,Crash Course in Blockchain,Skillshare,Blockchain,Intermediate,4.61,27627,73,English,39.57,Statistics
C0004407,Blockchain Project-Based Bootcamp,Coursera,Blockchain,Advanced,4.57,24764,12,English,91.12,None
C0004408,AI Project-Based Bootcamp,edX,AI,Beginner,3.83,8304,72,Hindi,93.86,None
C0004409,Advanced Machine Learning Concepts,edX,Machine Learning,Advanced,4.06,41885,6,Hindi,77.26,None
C0004410,Advanced Big Data Concepts,Udemy,Big Data,Intermediate,4.12,9491,78,French,58.36,Basic Programming
C0004411,Advanced Big Data Concepts,FutureLearn,Big Data,Beginner,3.85,32641,85,French,62.27,Linear Algebra
C0004412,Cybersecurity Fundamentals Essentials,FutureLearn,Cybersecurity,Beginner,4.64,16787,28,Spanish,36.59,Basic Programming
C0004413,Machine Learning for Everyone,Coursera,Machine Learning,Intermediate,3.74,29262,55,French,63.15,Linear Algebra
C0004414,Big Data Project-Based Bootcamp,edX,Big Data,Beginner,4.5,49478,7,English,81.6,Basic Programming
C0004415,Crash Course in Web Development,NPTEL,Web Development,Intermediate,3.6,21412,21,Hindi,87.32,Linear Algebra
C0004416,Crash Course in Cybersecurity,edX,Cybersecurity,Intermediate,3.6,2008,64,English,32.32,Linear Algebra
C0004417,Mastering Big Data Essentials,Udemy,Big Data,Intermediate,4.01,28419,39,Hindi,59.77,Statistics
C0004418,Complete Guide to Machine Learning,edX,Machine Learning,Advanced,4.6,7187,49,Hindi,62.24,None
C0004419,Complete Guide to Cloud Computing,FutureLearn,Cloud Computing,Advanced,4.86,16931,84,French,20.23,Python Basics
C0004420,Big Data Project-Based Bootcamp,Coursera,Big Data,Beginner,4.7,4561,70,Spanish,78.81,Statistics
C0004421,Machine Learning Project-Based Bootcamp,edX,Machine Learning,Beginner,3.57,25716,82,Spanish,15.39,Linear Algebra
C0004422,Mastering Web Development with Python,Udemy,Web Development,Advanced,4.08,43057,17,Hindi,50.1,Statistics
C0004423,Cloud Computing for Everyone,FutureLearn,Cloud Computing,Intermediate,4.5,27518,53,Spanish,15.21,Basic Programming
C0004424,Data Science Hands-on Workshop,edX,Data Science,Intermediate,4.17,14944,19,English,86.48,Python Basics
C0004425,AI Project-Based Bootcamp,Coursera,AI,Intermediate,4.69,47063,66,Spanish,30.9,Python Basics
C0004426,Complete Guide to Cloud Computing,Skillshare,Cloud Computing,Beginner,3.9,48030,71,French,76.69,Python Basics
C0004427,Cloud Computing Hands-on Workshop,FutureLearn,Cloud Computing,Advanced,3.59,45817,94,English,73.43,None
C0004428,Advanced Cybersecurity Concepts,FutureLearn,Cybersecurity,Beginner,3.9,180,21,Spanish,59.77,Basic Programming
C0004429,Mastering AI Bootcamp,Coursera,AI,Beginner,3.81,23452,97,English,34.81,None
C0004430,Web Development for Everyone,FutureLearn,Web Development,Beginner,4.33,25507,53,English,43.13,Linear Algebra
C0004431,Complete Guide to Big Data,edX,Big Data,Beginner,3.6,26653,29,Spanish,0.64,Statistics
C0004432,Crash Course in Data Science,Skillshare,Data Science,Intermediate,4.59,35437,40,Spanish,67.25,None
C0004433,Complete Guide to Data Science,Udemy,Data Science,Advanced,3.72,16290,35,Spanish,48.08,Python Basics
C0004434,Cloud Computing Fundamentals with Spark,FutureLearn,Cloud Computing,Beginner,3.67,8415,41,French,51.74,Statistics
C0004435,Mastering Data Science with Spark,Coursera,Data Science,Intermediate,4.59,6512,52,French,23.24,Linear Algebra
C0004436,Blockchain Fundamentals from Scratch,edX,Blockchain,Advanced,3.92,31981,69,Hindi,92.01,Statistics
C0004437,Cloud Computing Fundamentals using TensorFlow,Skillshare,Cloud Computing,Beginner,4.26,47820,58,Spanish,81.81,Basic Programming
C0004438,Blockchain Fundamentals with Python,Skillshare,Blockchain,Advanced,3.55,40760,38,English,84.47,Linear Algebra
C0004439,Data Science Fundamentals using TensorFlow,Coursera,Data Science,Advanced,4.77,30647,25,Hindi,42.35,Basic Programming
C0004440,Advanced Big Data Concepts,Coursera,Big Data,Advanced,3.59,23870,81,French,71.29,None
C0004441,Machine Learning for Everyone,Coursera,Machine Learning,Intermediate,4.23,3274,72,Spanish,80.87,Statistics
C0004442,Cloud Computing Project-Based Bootcamp,Udemy,Cloud Computing,Advanced,3.51,39257,31,English,90.55,Python Basics
C0004443,AI Project-Based Bootcamp,Udemy,AI,Beginner,4.27,23012,71,English,17.45,None
C0004444,Advanced Cloud Computing Concepts,Udemy,Cloud Computing,Beginner,3.95,45616,50,English,57.26,Statistics
C0004445,Mastering Big Data from Scratch,NPTEL,Big Data,Advanced,3.71,40104,96,Hindi,63.35,Linear Algebra
C0004446,Crash Course in Blockchain,Udemy,Blockchain,Intermediate,4.6,739,77,French,11.51,None
C0004447,Cloud Computing Project-Based Bootcamp,FutureLearn,Cloud Computing,Advanced,4.71,22979,31,French,2.62,Basic Programming
C0004448,Web Development Hands-on Workshop,edX,Web Development,Advanced,4.04,8715,9,English,11.52,Python Basics
C0004449,Crash Course in Big Data,FutureLearn,Big Data,Advanced,4.29,46106,23,French,85.49,Linear Algebra
C0004450,Blockchain Hands-on Workshop,edX,Blockchain,Advanced,3.88,13590,9,English,44.79,None
C0004451,Cloud Computing Hands-on Workshop,FutureLearn,Cloud Computing,Beginner,4.01,29283,5,English,32.16,None
C0004452,Advanced Cloud Computing Concepts,Skillshare,Cloud Computing,Intermediate,4.13,15771,75,Spanish,19.42,None
C0004453,Blockchain for Everyone,NPTEL,Blockchain,Beginner,4.51,35585,27,Hindi,54.37,Python Basics
C0004454,Cybersecurity Hands-on Workshop,Coursera,Cybersecurity,Advanced,4.8,8653,5,Spanish,95.45,Python Basics
C0004455,Crash Course in Data Science,edX,Data Science,Advanced,3.9,22207,86,Spanish,10.59,Python Basics
C0004456,Complete Guide to AI,NPTEL,AI,Beginner,4.93,46476,7,Spanish,47.82,Linear Algebra
C0004457,Complete Guide to Blockchain,NPTEL,Blockchain,Advanced,4.5,42791,78,French,36.88,None
C0004458,Complete Guide to Cybersecurity,FutureLearn,Cybersecurity,Intermediate,3.66,27978,8,Spanish,35.37,Statistics
C0004459,AI for Everyone,edX,AI,Beginner,4.22,22197,51,Hindi,83.26,Python Basics
C0004460,Complete Guide to Big Data,FutureLearn,Big Data,Advanced,3.5,44843,43,Spanish,49.42,Basic Programming
C0004461,Machine Learning Project-Based Bootcamp,FutureLearn,Machine Learning,Advanced,3.69,42119,18,Spanish,41.7,Statistics
C0004462,Advanced Big Data Concepts,Udemy,Big Data,Intermediate,4.74,47211,18,Spanish,55.28,Basic Programming
C0004463,Blockchain Project-Based Bootcamp,FutureLearn,Blockchain,Beginner,3.83,41226,24,Spanish,87.56,Python Basics
C0004464,AI Fundamentals with Python,Coursera,AI,Advanced,4.23,16669,61,French,87.47,Linear Algebra
C0004465,Crash Course in Cybersecurity,NPTEL,Cybersecurity,Beginner,4.68,43891,97,Hindi,32.97,Statistics
C0004466,Web Development Fundamentals using R,Coursera,Web Development,Advanced,4.98,37943,56,Spanish,36.61,Linear Algebra
C0004467,Advanced Blockchain Concepts,Coursera,Blockchain,Intermediate,4.76,13950,66,French,10.25,Statistics
C0004468,Data Science for Everyone,Coursera,Data Science,Intermediate,4.59,5224,99,Spanish,76.58,Linear Algebra
C0004469,Cloud Computing Fundamentals Essentials,NPTEL,Cloud Computing,Intermediate,4.06,46477,16,Spanish,97.72,Statistics
C0004470,Web Development Fundamentals Masterclass,Coursera,Web Development,Intermediate,4.92,41607,18,Hindi,95.03,Python Basics
C0004471,Complete Guide to Cybersecurity,Udemy,Cybersecurity,Advanced,4.01,13989,36,French,83.4,Python Basics
C0004472,Crash Course in Data Science,Coursera,Data Science,Intermediate,4.28,23306,90,Spanish,90.74,Python Basics
C0004473,Blockchain Project-Based Bootcamp,Udemy,Blockchain,Beginner,4.82,17400,15,Hindi,9.5,Basic Programming
C0004474,Big Data Hands-on Workshop,Coursera,Big Data,Advanced,3.52,49870,60,Hindi,51.3,Linear Algebra
C0004475,Complete Guide to Big Data,Udemy,Big Data,Advanced,4.59,19203,46,Hindi,48.55,Python Basics
C0004476,Advanced Cloud Computing Concepts,Udemy,Cloud Computing,Advanced,4.32,4715,62,Hindi,64.18,Statistics
C0004477,Mastering Web Development using TensorFlow,Skillshare,Web Development,Intermediate,4.31,33436,94,Hindi,0.79,Statistics
C0004478,Machine Learning for Everyone,edX,Machine Learning,Advanced,4.76,19096,56,French,9.44,None
C0004479,Complete Guide to Data Science,FutureLearn,Data Science,Beginner,4.01,20072,98,Spanish,38.25,Linear Algebra
C0004480,Advanced Blockchain Concepts,FutureLearn,Blockchain,Advanced,3.52,23672,81,Spanish,76.72,None
C0004481,Advanced Web Development Concepts,Udemy,Web Development,Advanced,3.93,42240,88,English,90.19,Basic Programming
C0004482,AI Project-Based Bootcamp,edX,AI,Intermediate,4.59,6961,98,Hindi,34.79,Statistics
C0004483,Data Science Fundamentals Essentials,NPTEL,Data Science,Intermediate,4.08,17120,64,French,46.46,Basic Programming
C0004484,Cybersecurity for Everyone,NPTEL,Cybersecurity,Beginner,4.43,24601,71,French,5.22,Basic Programming
C0004485,Mastering Cloud Computing Bootcamp,Udemy,Cloud Computing,Beginner,3.63,9676,98,Hindi,81.56,Statistics
C0004486,Advanced Web Development Concepts,edX,Web Development,Beginner,4.72,46438,59,French,90.24,None
C0004487,Crash Course in Web Development,edX,Web Development,Beginner,4.81,43819,80,English,68.85,None
C0004488,Mastering Blockchain from Scratch,FutureLearn,Blockchain,Intermediate,3.53,36812,65,Hindi,79.24,Statistics
C0004489,AI for Everyone,FutureLearn,AI,Beginner,4.83,34769,43,Spanish,49.94,None
C0004490,Big Data Hands-on Workshop,Skillshare,Big Data,Intermediate,4.68,45972,36,Hindi,1.77,Statistics
C0004491,Big Data Fundamentals from Scratch,edX,Big Data,Intermediate,4.51,31200,18,Spanish,6.57,None
C0004492,Crash Course in Cybersecurity,Skillshare,Cybersecurity,Beginner,4.46,35481,100,Spanish,92.18,Statistics
C0004493,Machine Learning Hands-on Workshop,FutureLearn,Machine Learning,Intermediate,3.57,46182,78,English,19.91,None
C0004494,Mastering Machine Learning with Python,Skillshare,Machine Learning,Advanced,4.01,49964,8,French,12.99,Linear Algebra
C0004495,Mastering Cloud Computing using R,Coursera,Cloud Computing,Intermediate,4.51,28420,45,Spanish,4.18,Statistics
C0004496,Mastering Data Science with Python,Udemy,Data Science,Intermediate,4.64,28571,54,Spanish,70.87,None
C0004497,Cybersecurity for Everyone,Coursera,Cybersecurity,Intermediate,4.84,45430,29,French,3.72,None
C0004498,Advanced AI Concepts,Skillshare,AI,Intermediate,4.92,25564,18,English,27.36,None
C0004499,Advanced Cybersecurity Concepts,Udemy,Cybersecurity,Beginner,4.85,25689,43,French,43.39,None
C0004500,Mastering Machine Learning using TensorFlow,Skillshare,Machine Learning,Intermediate,3.98,1094,19,Spanish,93.55,Python Basics
C0004501,AI Project-Based Bootcamp,Udemy,AI,Advanced,4.12,44977,9,Spanish,22.88,Linear Algebra
C0004502,Web Development for Everyone,Skillshare,Web Development,Intermediate,4.56,1799,94,French,96.22,None
C0004503,Mastering Machine Learning from Scratch,NPTEL,Machine Learning,Advanced,4.22,49642,73,Hindi,33.91,Linear Algebra
C0004504,Cloud Computing for Everyone,NPTEL,Cloud Computing,Intermediate,3.68,34050,94,French,35.66,None
C0004505,AI Project-Based Bootcamp,Coursera,AI,Intermediate,4.9,21123,15,French,93.1,Statistics
C0004506,Complete Guide to Cybersecurity,edX,Cybersecurity,Beginner,4.42,11604,43,French,73.58,None
C0004507,AI Hands-on Workshop,Udemy,AI,Intermediate,4.65,12984,61,Spanish,45.15,Statistics
C0004508,Cloud Computing Hands-on Workshop,NPTEL,Cloud Computing,Advanced,4.06,33082,14,Hindi,32.31,None
C0004509,Complete Guide to Blockchain,edX,Blockchain,Intermediate,3.68,37351,18,Spanish,55.44,Linear Algebra
C0004510,Cloud Computing Project-Based Bootcamp,edX,Cloud Computing,Intermediate,4.08,35116,30,Hindi,7.94,Linear Algebra
C0004511,Advanced Cloud Computing Concepts,Skillshare,Cloud Computing,Beginner,4.76,37220,49,English,91.61,Python Basics
C0004512,Cybersecurity Hands-on Workshop,edX,Cybersecurity,Intermediate,4.69,17059,5,English,37.89,Python Basics
C0004513,Advanced Cybersecurity Concepts,Coursera,Cybersecurity,Beginner,3.81,3580,47,Hindi,29.72,Statistics
C0004514,Complete Guide to Cloud Computing,Udemy,Cloud Computing,Beginner,3.77,22600,48,Hindi,63.56,None
C0004515,Machine Learning for Everyone,NPTEL,Machine Learning,Beginner,4.6,22609,84,Hindi,24.09,Python Basics
C0004516,Complete Guide to Data Science,NPTEL,Data Science,Intermediate,3.65,21018,70,Hindi,36.64,Python Basics
C0004517,Cloud Computing Fundamentals Masterclass,Coursera,Cloud Computing,Intermediate,4.46,42240,8,Hindi,12.56,Statistics
C0004518,Mastering Blockchain Masterclass,FutureLearn,Blockchain,Beginner,4.34,42383,76,English,75.89,None
C0004519,Cloud Computing Project-Based Bootcamp,Coursera,Cloud Computing,Advanced,3.9,35074,64,Hindi,98.91,Linear Algebra
C0004520,Blockchain Project-Based Bootcamp,Coursera,Blockchain,Advanced,4.35,2413,13,French,56.17,Python Basics
C0004521,Big Data Fundamentals Masterclass,Coursera,Big Data,Beginner,4.26,8477,95,French,34.12,Basic Programming
C0004522,Advanced Machine Learning Concepts,Skillshare,Machine Learning,Intermediate,3.99,14836,44,French,94.82,None
C0004523,Cybersecurity for Everyone,NPTEL,Cybersecurity,Intermediate,3.79,34331,73,Hindi,15.33,Linear Algebra
C0004524,Complete Guide to Cloud Computing,Skillshare,Cloud Computing,Intermediate,4.04,35758,67,French,43.41,None
C0004525,Blockchain for Everyone,Udemy,Blockchain,Beginner,4.75,21487,27,French,96.23,Linear Algebra
C0004526,Mastering AI with Spark,FutureLearn,AI,Intermediate,4.22,42303,58,Spanish,63.08,Basic Programming
C0004527,Advanced Machine Learning Concepts,Udemy,Machine Learning,Beginner,4.16,12930,23,French,99.04,Basic Programming
C0004528,Crash Course in Blockchain,NPTEL,Blockchain,Intermediate,4.51,36372,48,Hindi,3.99,Statistics
C0004529,Advanced Cybersecurity Concepts,Udemy,Cybersecurity,Advanced,4.02,2405,84,Spanish,61.5,None
C0004530,Advanced Cloud Computing Concepts,Skillshare,Cloud Computing,Advanced,3.75,37325,85,Hindi,7.57,Statistics
C0004531,AI Hands-on Workshop,Udemy,AI,Advanced,3.9,33959,55,French,30.26,Basic Programming
C0004532,Mastering Web Development using TensorFlow,Coursera,Web Development,Intermediate,4.85,24401,22,Spanish,39.36,Basic Programming
C0004533,Crash Course in Web Development,NPTEL,Web Development,Advanced,3.54,13915,10,English,5.16,Basic Programming
C0004534,Blockchain Fundamentals using TensorFlow,Coursera,Blockchain,Intermediate,4.67,29299,19,Spanish,81.65,Linear Algebra
C0004535,Complete Guide to Data Science,edX,Data Science,Advanced,4.34,8443,28,Hindi,72.69,None
C0004536,Big Data for Everyone,FutureLearn,Big Data,Advanced,3.84,44776,80,French,50.94,Python Basics
C0004537,AI Fundamentals Masterclass,Coursera,AI,Beginner,4.5,42711,97,English,97.34,Python Basics
C0004538,Advanced Cloud Computing Concepts,FutureLearn,Cloud Computing,Advanced,4.89,45446,89,Hindi,87.74,Statistics
C0004539,Machine Learning Fundamentals with Python,Skillshare,Machine Learning,Beginner,4.28,5484,12,English,53.66,Statistics
C0004540,Mastering Blockchain with Spark,NPTEL,Blockchain,Advanced,4.87,45225,32,Spanish,2.99,Statistics
C0004541,Cybersecurity Hands-on Workshop,Coursera,Cybersecurity,Intermediate,4.06,14190,13,English,40.91,Basic Programming
C0004542,Big Data for Everyone,Skillshare,Big Data,Intermediate,3.92,47812,71,French,66.77,None
C0004543,Mastering Web Development using R,NPTEL,Web Development,Beginner,4.89,43386,70,English,27.22,Linear Algebra
C0004544,Cloud Computing Hands-on Workshop,Coursera,Cloud Computing,Intermediate,3.71,30679,63,French,55.7,None
C0004545,Crash Course in Big Data,Skillshare,Big Data,Advanced,3.85,23227,87,Hindi,27.62,Python Basics
C0004546,Complete Guide to Data Science,edX,Data Science,Beginner,4.63,35066,32,Spanish,38.49,None
C0004547,Complete Guide to Web Development,edX,Web Development,Intermediate,4.55,6386,83,English,87.04,None
C0004548,Blockchain Hands-on Workshop,Coursera,Blockchain,Intermediate,4.47,45361,35,French,0.45,Python Basics
C0004549,Crash Course in Cloud Computing,Udemy,Cloud Computing,Intermediate,4.52,19002,71,French,78.75,Statistics
C0004550,Machine Learning Project-Based Bootcamp,edX,Machine Learning,Intermediate,4.1,29595,43,Hindi,1.32,Statistics
C0004551,Big Data for Everyone,Udemy,Big Data,Beginner,4.26,21835,89,Hindi,76.29,Basic Programming
C0004552,Data Science for Everyone,Skillshare,Data Science,Intermediate,3.77,9823,10,French,81.93,Linear Algebra
C0004553,Advanced Cloud Computing Concepts,NPTEL,Cloud Computing,Intermediate,4.03,10263,80,English,31.18,Python Basics
C0004554,Cloud Computing Project-Based Bootcamp,NPTEL,Cloud Computing,Intermediate,4.05,47492,76,French,72.07,Python Basics
C0004555,Cloud Computing for Everyone,FutureLearn,Cloud Computing,Intermediate,4.39,36031,62,Hindi,43.83,Python Basics
C0004556,Mastering Web Development Bootcamp,Udemy,Web Development,Beginner,4,6199,85,Spanish,77.13,Basic Programming
C0004557,Crash Course in Blockchain,edX,Blockchain,Intermediate,3.71,44740,29,English,64.83,None
C0004558,Mastering Cloud Computing with Python,Skillshare,Cloud Computing,Advanced,4.16,26357,50,English,79.33,Linear Algebra
C0004559,AI Hands-on Workshop,FutureLearn,AI,Advanced,4.96,34810,73,English,53.5,Statistics
C0004560,Advanced AI Concepts,Coursera,AI,Intermediate,4.18,40615,45,French,65.79,Statistics
C0004561,Advanced Big Data Concepts,FutureLearn,Big Data,Beginner,3.79,14772,51,English,96.33,Statistics
C0004562,Advanced Blockchain Concepts,Skillshare,Blockchain,Beginner,4.25,31320,94,French,61.93,Statistics
C0004563,Blockchain Project-Based Bootcamp,Coursera,Blockchain,Beginner,4.36,25547,93,Spanish,33.26,None
C0004564,Advanced Web Development Concepts,FutureLearn,Web Development,Beginner,3.92,4211,53,Hindi,63.35,Python Basics
C0004565,Complete Guide to Machine Learning,Udemy,Machine Learning,Beginner,3.58,35964,19,English,36.61,Basic Programming
C0004566,Complete Guide to Machine Learning,Skillshare,Machine Learning,Advanced,4.61,39923,97,Spanish,35.2,Basic Programming
C0004567,Web Development Fundamentals with Spark,edX,Web Development,Advanced,4.35,20273,90,Spanish,10.51,Python Basics
C0004568,Advanced Big Data Concepts,edX,Big Data,Advanced,4.47,24897,93,French,6.42,None
C0004569,Mastering Data Science with Python,Skillshare,Data Science,Beginner,4.42,24436,20,French,97.82,Linear Algebra
C0004570,Web Development Project-Based Bootcamp,NPTEL,Web Development,Beginner,4.46,23262,63,Spanish,60.3,Linear Algebra
C0004571,Advanced Cloud Computing Concepts,FutureLearn,Cloud Computing,Beginner,3.68,4125,79,English,69.51,Statistics
C0004572,Machine Learning Hands-on Workshop,FutureLearn,Machine Learning,Beginner,3.51,28262,39,Hindi,81.75,Statistics
C0004573,Cloud Computing Fundamentals with Spark,edX,Cloud Computing,Advanced,3.61,41006,48,Hindi,97.91,None
C0004574,AI Project-Based Bootcamp,Udemy,AI,Intermediate,4.86,10972,68,French,72.78,Basic Programming
C0004575,Advanced Data Science Concepts,NPTEL,Data Science,Beginner,4.12,26126,45,Hindi,39.34,Linear Algebra
C0004576,Complete Guide to Cybersecurity,Skillshare,Cybersecurity,Intermediate,3.61,10375,94,Spanish,90.13,Basic Programming
C0004577,Crash Course in AI,Coursera,AI,Advanced,4.11,13074,46,French,41.83,Linear Algebra
C0004578,Web Development Project-Based Bootcamp,edX,Web Development,Beginner,4.92,4169,70,French,40.78,Linear Algebra
C0004579,Big Data for Everyone,Udemy,Big Data,Intermediate,4.49,8005,45,English,59.04,Basic Programming
C0004580,Mastering Cybersecurity Essentials,NPTEL,Cybersecurity,Intermediate,3.98,24724,35,Hindi,79.45,Python Basics
C0004581,AI for Everyone,FutureLearn,AI,Beginner,4.77,5846,99,Spanish,42.62,Basic Programming
C0004582,Web Development Project-Based Bootcamp,edX,Web Development,Intermediate,4.14,47843,28,English,57.29,None
C0004583,Complete Guide to Cloud Computing,Skillshare,Cloud Computing,Advanced,3.51,8386,84,French,76.79,Statistics
C0004584,Cybersecurity Hands-on Workshop,Udemy,Cybersecurity,Advanced,3.75,30236,69,French,60.01,Python Basics
C0004585,Web Development Project-Based Bootcamp,Skillshare,Web Development,Beginner,4.47,10360,54,French,18.3,None
C0004586,Data Science Project-Based Bootcamp,edX,Data Science,Beginner,4.61,31893,63,English,34.54,Linear Algebra
C0004587,Crash Course in Cybersecurity,NPTEL,Cybersecurity,Advanced,4.44,20306,55,Spanish,36.78,Basic Programming
C0004588,Advanced AI Concepts,NPTEL,AI,Beginner,4.11,4847,83,Hindi,20.99,Statistics
C0004589,Advanced Cybersecurity Concepts,Coursera,Cybersecurity,Intermediate,4.9,10534,57,French,94.49,None
C0004590,Advanced Cybersecurity Concepts,Skillshare,Cybersecurity,Beginner,4.12,29560,47,Hindi,6.83,None
C0004591,Cybersecurity Hands-on Workshop,Udemy,Cybersecurity,Advanced,4.58,22754,81,Spanish,73.11,Python Basics
C0004592,AI Project-Based Bootcamp,Udemy,AI,Intermediate,4.6,44246,99,Spanish,43.44,Statistics
C0004593,Advanced Blockchain Concepts,Skillshare,Blockchain,Advanced,4.2,49686,81,Hindi,82.77,Basic Programming
C0004594,Advanced Web Development Concepts,Skillshare,Web Development,Beginner,4.06,27382,88,English,20.42,Basic Programming
C0004595,Mastering Blockchain using TensorFlow,Coursera,Blockchain,Beginner,3.9,31812,74,Spanish,95.54,Statistics
C0004596,Cybersecurity for Everyone,FutureLearn,Cybersecurity,Beginner,4.26,25365,39,Hindi,99.75,Linear Algebra
C0004597,Mastering Web Development Essentials,FutureLearn,Web Development,Beginner,4.16,49842,56,Hindi,41.75,Basic Programming
C0004598,Machine Learning for Everyone,Skillshare,Machine Learning,Intermediate,4.13,38301,84,English,77.05,Python Basics
C0004599,Machine Learning Project-Based Bootcamp,edX,Machine Learning,Beginner,4.35,24987,48,French,12.7,Basic Programming
C0004600,Machine Learning Project-Based Bootcamp,edX,Machine Learning,Beginner,4.78,27879,65,English,21.36,Statistics
C0004601,Crash Course in AI,FutureLearn,AI,Beginner,4.08,48999,75,English,29.5,Basic Programming
C0004602,AI Fundamentals from Scratch,Skillshare,AI,Intermediate,3.91,27906,97,English,58.11,None
C0004603,Complete Guide to Machine Learning,edX,Machine Learning,Intermediate,3.61,19608,14,French,37.26,Python Basics
C0004604,Machine Learning Hands-on Workshop,Coursera,Machine Learning,Beginner,4.17,48757,44,English,73.87,Basic Programming
C0004605,Advanced Big Data Concepts,Udemy,Big Data,Beginner,4.44,40193,62,English,36.07,Python Basics
C0004606,Blockchain for Everyone,FutureLearn,Blockchain,Intermediate,3.71,4868,20,Spanish,52.05,Statistics
C0004607,Cybersecurity Project-Based Bootcamp,Udemy,Cybersecurity,Advanced,4.92,14756,62,Hindi,87.45,Statistics
C0004608,Cloud Computing Fundamentals Essentials,NPTEL,Cloud Computing,Intermediate,4.24,8675,78,French,48.37,Basic Programming
C0004609,Complete Guide to Machine Learning,Udemy,Machine Learning,Intermediate,3.73,26753,95,English,60.67,Linear Algebra
C0004610,AI Hands-on Workshop,FutureLearn,AI,Intermediate,3.84,26631,14,Hindi,37.21,Statistics
C0004611,Machine Learning Fundamentals with Python,FutureLearn,Machine Learning,Advanced,3.68,46230,41,French,81.96,Statistics
C0004612,Blockchain for Everyone,Coursera,Blockchain,Beginner,4.28,16906,10,Spanish,56.51,Python Basics
C0004613,Advanced Web Development Concepts,NPTEL,Web Development,Advanced,4.23,44478,38,English,4.12,Linear Algebra
C0004614,Cloud Computing for Everyone,edX,Cloud Computing,Intermediate,3.6,27299,11,French,77.55,Python Basics
C0004615,Crash Course in Machine Learning,Udemy,Machine Learning,Beginner,3.52,40634,89,Spanish,26.05,None
C0004616,Crash Course in Big Data,Coursera,Big Data,Intermediate,4.69,19401,38,French,32.9,Linear Algebra
C0004617,Big Data Project-Based Bootcamp,FutureLearn,Big Data,Intermediate,4.22,29749,30,French,80.72,Linear Algebra
C0004618,Cloud Computing Hands-on Workshop,edX,Cloud Computing,Advanced,4.93,3553,82,Hindi,60.2,None
C0004619,Crash Course in Big Data,edX,Big Data,Advanced,4.5,5830,85,Hindi,86.29,None
C0004620,Crash Course in Cybersecurity,edX,Cybersecurity,Advanced,4.11,3503,35,English,97.77,Python Basics
C0004621,Big Data Project-Based Bootcamp,Skillshare,Big Data,Intermediate,3.6,37502,93,Spanish,95.51,None
C0004622,Big Data Hands-on Workshop,Coursera,Big Data,Beginner,4.68,43326,43,Spanish,52.6,None
C0004623,Big Data Hands-on Workshop,Skillshare,Big Data,Advanced,4.42,352,44,English,19.61,None
C0004624,Cybersecurity Project-Based Bootcamp,FutureLearn,Cybersecurity,Advanced,4.32,26608,97,English,66.3,Basic Programming
C0004625,Advanced Blockchain Concepts,NPTEL,Blockchain,Beginner,4.39,22600,65,Hindi,80.3,Python Basics
C0004626,Crash Course in Cloud Computing,Skillshare,Cloud Computing,Advanced,4.87,4609,62,Hindi,91.48,Python Basics
C0004627,Mastering Blockchain Masterclass,FutureLearn,Blockchain,Beginner,4.58,42560,18,Hindi,73.5,Basic Programming
C0004628,Crash Course in Machine Learning,Coursera,Machine Learning,Intermediate,4.48,32893,64,Hindi,1.35,Python Basics
C0004629,Crash Course in Big Data,Coursera,Big Data,Beginner,4.62,31549,27,French,49.63,Statistics
C0004630,Mastering Cybersecurity Bootcamp,Udemy,Cybersecurity,Beginner,4.25,39837,65,Hindi,24.64,None
C0004631,Blockchain Fundamentals with Spark,edX,Blockchain,Intermediate,4.75,7462,93,Hindi,63.74,Linear Algebra
C0004632,Crash Course in Web Development,Udemy,Web Development,Intermediate,4.78,40300,9,French,10.66,Linear Algebra
C0004633,Cloud Computing for Everyone,Coursera,Cloud Computing,Advanced,3.69,22432,97,Hindi,47.73,Statistics
C0004634,Cybersecurity Fundamentals with Python,Udemy,Cybersecurity,Beginner,4.86,32082,22,French,67.24,Basic Programming
C0004635,Crash Course in Cloud Computing,edX,Cloud Computing,Advanced,3.76,27057,67,Spanish,51.58,None
C0004636,Crash Course in Web Development,NPTEL,Web Development,Intermediate,4.19,31304,81,Spanish,7.87,Basic Programming
C0004637,Blockchain for Everyone,FutureLearn,Blockchain,Beginner,4.53,4286,82,English,38.56,None
C0004638,Cloud Computing Project-Based Bootcamp,FutureLearn,Cloud Computing,Advanced,4.34,15385,89,English,21.46,None
C0004639,Complete Guide to Blockchain,Udemy,Blockchain,Beginner,4.37,19286,80,Spanish,51.05,None
C0004640,Complete Guide to Cybersecurity,FutureLearn,Cybersecurity,Intermediate,4.19,31414,57,English,10.93,Python Basics
C0004641,Cloud Computing for Everyone,NPTEL,Cloud Computing,Beginner,4.93,42226,31,English,12.09,Linear Algebra
